Cols retained,pearson_r,mse
8,0.4488731943509199,0.8480461425292213
16,0.5645162494376067,0.6895122447371232
32,0.6079884634018821,0.6433909776961281
64,0.6392091480050363,0.5954360522276869
128,0.6658918166814768,0.5495746498915483
256,0.7022987708691092,0.5015202682460699
512,0.7114691817945124,0.49059126977663325
1024,0.7137493517978983,0.4874381088292625
2048,0.7217706975384468,0.48122121140701674
4096,0.7200420223211559,0.484647873237327
8192,0.7248884662020804,0.47864289547573396
