Cols retained,pearson_r,mse
8,0.42248729301260796,0.9706934094429016
16,0.3498624874947817,0.9655301570892334
32,0.3857989705020903,0.9276590347290039
64,0.4455475240885051,0.8585358262062073
128,0.5235851945918695,0.8238272666931152
256,0.5797352763550642,0.7515103220939636
512,0.6292571314873193,0.6356126070022583
1024,0.6590485112492196,0.665345311164856
2048,0.684470194138251,0.5787444114685059
4096,0.675174377704411,0.652415931224823
8192,0.44562927174457295,0.6810402870178223
