Cols retained,pearson_r,mse
8,0.45994285491142434,1.0117703676223755
16,0.5215260756684641,0.9556553959846497
32,0.5260819656461357,0.9590348601341248
64,0.52365980281059,0.9172467589378357
128,0.5415864018688867,0.9540882110595703
256,0.5736810676391572,0.7978234887123108
512,0.658055773901952,0.6500977277755737
1024,0.6593078656806525,0.6493938565254211
2048,0.6754577171444648,0.7802178859710693
4096,0.6805699960969772,0.7343788743019104
8192,0.6241126684751728,0.7947008013725281
