Cols retained,pearson_r,mse
8,0.47713826539282045,0.7909347414970398
16,0.562469775777937,0.6792603135108948
32,0.5447862637289721,0.7533612847328186
64,0.567260448902127,0.7126277089118958
128,0.605602963696665,0.644041121006012
256,0.6199289969047883,0.6233689188957214
512,0.6585949821092285,0.5630568861961365
1024,0.671246073519704,0.5458273887634277
2048,0.6849295924945441,0.5249708294868469
4096,0.6845551155686894,0.5246034264564514
8192,0.666588227511086,0.5488304495811462
