Cols retained,pearson_r,mse
8,0.40600485539474723,0.8554040789604187
16,0.47034146308075275,0.7879335284233093
32,0.5726558806444544,0.6761388182640076
64,0.5870318472834053,0.6608838438987732
128,0.6127992678517716,0.6296389698982239
256,0.6233557882715931,0.6203546524047852
512,0.589927798690676,0.6995803713798523
1024,0.588239776882413,0.7194535136222839
2048,0.6181663231818938,0.6935470700263977
4096,0.6196306609169319,0.6861991286277771
8192,0.6273024434153273,0.6615495085716248
