Cols retained,pearson_r,mse
8,0.39919479912827777,0.89434415102005
16,0.39030001128488584,0.89605712890625
32,0.36937567034068786,0.8702290058135986
64,0.4277706518217701,0.8448975682258606
128,0.4960173904422736,0.7769873142242432
256,0.5719165615221059,0.6861245632171631
512,0.6058994877218545,0.6606060862541199
1024,0.6327167686834131,0.6165749430656433
2048,0.6702150747572378,0.5883597731590271
4096,0.6933526723059664,0.558565616607666
8192,0.6797796361490193,0.5438746809959412
