Cols retained,pearson_r,mse
8,0.4137952862349521,0.8411006331443787
16,0.4506710564453508,0.8110173344612122
32,0.49311827041511097,0.7673986554145813
64,0.5262784196637242,0.7342398166656494
128,0.5901103985187398,0.6613283157348633
256,0.6099564006105385,0.6451988816261292
512,0.5940204326448144,0.6934251189231873
1024,0.6378558154309312,0.6298813223838806
2048,0.6347959273811008,0.6435779929161072
4096,0.6407173293111414,0.6248096823692322
8192,0.6531983106439788,0.601771891117096
