Cols retained,pearson_r,mse
8,0.4044670515826061,0.9600012338780776
16,0.5911578323056085,0.8391854219779642
32,0.6161774892522414,0.8078918156851834
64,0.6506384313251149,0.7465562051606396
128,0.6824822240425784,0.7078231470848867
256,0.692573216431556,0.6648729177156444
512,0.6787364228017191,0.635377768711752
1024,0.6884374997130306,0.6020344275782858
2048,0.698216247544207,0.559094542203374
4096,0.7072590223019931,0.546811925525279
8192,0.7153649375980463,0.5423461982182628
