Cols retained,pearson_r,mse
8,0.5723767610530105,0.8643222800852338
16,0.6186161281046872,0.8198854407949215
32,0.6683355555157825,0.7476453539096594
64,0.6734086683972448,0.6946624238633493
128,0.6988985779392031,0.6585789900670159
256,0.6984110145864696,0.6479367012692839
512,0.6949810885825592,0.6151145151857316
1024,0.6926728180041554,0.6120184415693563
2048,0.715695503257519,0.5535077319477669
4096,0.7389360382190514,0.5209260170889953
8192,0.7539372470957316,0.47628747380676356
