Cols retained,pearson_r,mse
8,0.4067658218336894,0.9327809547299964
16,0.4262807317260657,0.9018410627968348
32,0.43969525256611425,0.8763263141095664
64,0.5389472400538797,0.8144615532134553
128,0.6179462261593672,0.722683767387775
256,0.6297064512402155,0.7062986061610923
512,0.6610344108939258,0.6383057064204173
1024,0.7076739028621389,0.5768752466796078
2048,0.7233962379185167,0.5503187846029837
4096,0.7233348999080084,0.5251215814959956
8192,0.7436568058242732,0.5098963821063364
