Cols retained,pearson_r,mse
8,0.4446649439981445,0.8577666400944254
16,0.43625030935634856,0.8806012286345034
32,0.5289292068283463,0.764069780462589
64,0.5828094970627725,0.6704423248147992
128,0.6327223370147613,0.6044498277979683
256,0.667165590323142,0.5637851388861196
512,0.6930719009678069,0.5342814983968714
1024,0.6793234707732173,0.554331847547303
2048,0.6963416180619267,0.5326378909801663
4096,0.6837182009782631,0.5489032423862489
8192,0.6769165206216815,0.5609347177796867
